0.0499000000000004 [1.3689765753634817, 2.582289180774543] 1.0
0.09990000000000183 [1.6415706553712015, 2.8615608242339987] 0.9793376523996349
0.1498999999999998 [1.6948527074015427, 2.9651462209476236] 0.9425084395825126
0.1998999999999943 [1.881584043703449, 2.5621749147212394] 0.95444211914342
0.2498999999999888 [1.9352346202369617, 2.9103813872957147] 0.9133282720287317
0.2998999999999833 [1.7647861758318708, 2.6721598565963314] 0.8540804768238696
0.3498999999999778 [1.6931896892553195, 2.6858060301215665] 0.8153620562920975
0.3998999999999723 [1.448146276790759, 2.3672685032823177] 0.9067386677968424
0.44989999999996677 [1.7329982671984956, 2.4601789731770145] 0.8201385465246518
0.49989999999996126 [1.2304700656111314, 2.5540669990872655] 0.8896147167269617
0.5498999999999558 [1.2249892786858976, 2.582706947154446] 0.8508107153315367
0.5998999999999503 [1.6769695201385406, 2.775658686566567] 0.7350250923858842
0.6498999999999447 [1.7447407755210385, 2.331225949517947] 0.8162596873265888
0.6998999999999392 [1.8662104099646195, 2.4683893977451223] 0.7625591692544239
0.7498999999999337 [1.4985024140687746, 2.587809548606261] 0.6977580772394272
0.7998999999999282 [1.7327194745335879, 2.9696502241204676] 0.7495352322280948
0.8498999999999227 [1.3570006625643658, 2.900834809107216] 0.7901801961071083
0.8998999999999172 [1.3673388169317986, 2.85364017344655] 0.7351105178822014
0.9498999999999117 [1.4480109784135058, 2.54141599186799] 0.6585562900557941
0.9998999999999062 [1.385307615664093, 2.4741926871961324] 0.6765394819505735
1.0498999999999008 [1.8478750720287918, 2.8150022150670564] 0.6697809324310727
1.0998999999998953 [1.3777367729873724, 3.1170519479928345] 0.8176454113245011
1.1498999999998898 [1.433325259254949, 2.9793444571172296] 0.6874578070925035
1.1998999999998843 [1.6145361530886002, 2.8434006045224374] 0.5777015491337784
1.2498999999998788 [1.8571926673167962, 2.7931686814298557] 0.6243041989130667
1.2998999999998733 [1.9921748849645948, 2.7787140199157845] 0.6949284543307882
1.3498999999998678 [2.510260984699888, 2.6909357455524936] 0.9767705741666874
1.3998999999998623 [2.1080919192755787, 2.3443661212136515] 0.8457660498722799
1.4498999999998567 [2.251535558585406, 2.267560727559241] 0.8945497985951922
1.4998999999998512 [2.040688374197357, 2.303295618892328] 0.7678240676819558
1.5498999999998457 [2.1447768246965215, 2.63935562928976] 0.7289796582655264
1.5998999999998402 [2.06196606360073, 2.998611527372902] 0.7565327781423965
1.6498999999998347 [1.7563520231467686, 2.74898185754987] 0.5146057095271765
1.6998999999998292 [1.691128108741872, 3.0890153746361726] 0.6525685994146361
1.7498999999998237 [1.9923511067606454, 3.347574173116244] 0.8847070222015131
1.7998999999998182 [2.05851459589565, 2.7447414097576814] 0.6227431583559232
1.8498999999998127 [1.4705356076090705, 2.2014376979651953] 0.7682455564028006
1.8998999999998072 [1.0365820438005038, 2.5311276252979336] 0.821795692897677
1.9498999999998017 [1.6043997107928298, 2.4464065790154543] 0.5537955388488958
1.9998999999997962 [1.1894341629520184, 2.350622419381259] 0.7371464988150795
2.0498999999999015 [1.055527014468617, 2.5395099430756227] 0.7487269486316104
2.099900000000007 [0.9411418528201911, 2.7393748569764047] 0.8225132979360845
2.1499000000001125 [1.1654987712412095, 2.6345504811791884] 0.6272726953700547
2.199900000000218 [1.4768715928155, 2.2784778004711197] 0.6355736922575581
2.2499000000003235 [1.834844859466093, 2.142676546688781] 0.7473710320697006
2.299900000000429 [1.951506048386592, 2.269550046206886] 0.6639758781932519
2.3499000000005346 [1.9693895929680698, 2.484845706676326] 0.5562714228410992
2.39990000000064 [2.503955284136328, 3.0324860911441167] 0.9254425567928879
2.4499000000007456 [2.0066129042002903, 2.9245062732257185] 0.5964644922614195
2.499900000000851 [2.024700534569035, 2.678025229386176] 0.5349532952908762
2.5499000000009566 [1.918409952879578, 2.5798157098926975] 0.47818823254973164
2.599900000001062 [1.6215185957981533, 1.9921161590746739] 0.7990352534394026
2.6499000000011677 [1.6222236659465823, 2.1473023197034897] 0.650005839477732
2.699900000001273 [1.9279306233199818, 2.559309032908752] 0.4684319456165382
2.7499000000013787 [2.164228797592127, 2.446564268554368] 0.6201813818423323
2.799900000001484 [2.1643183688440373, 2.790376703207524] 0.5985289610642028
2.8499000000015897 [2.054726804296545, 2.4932686153243533] 0.509041084448743
2.8999000000016952 [2.41529910608937, 2.184386101446397] 0.8506273018742428
2.9499000000018007 [2.4231842594851978, 2.4167618569629927] 0.7574561669565878
