0.0499000000000004 [1.6339041046321108, 2.710971438103795] 1.0
0.09990000000000183 [1.8449929639565597, 2.45376656810837] 0.9999999784255953
0.1498999999999998 [1.759441700050714, 2.6672402151812653] 0.9811135293249644
0.1998999999999943 [1.4752389170679154, 2.6045160178133755] 0.9989234165375107
0.2498999999999888 [1.4634293697135101, 2.7579810671698124] 0.9857377566583991
0.2998999999999833 [1.3435675170318533, 2.748472846754883] 0.9692263124891684
0.3498999999999778 [1.589420743645541, 2.7005382036547023] 0.7672810626968184
0.3998999999999723 [1.6229048545594473, 2.8648567355047403] 0.981912414046202
0.44989999999996677 [1.6529121966878486, 3.0127558685104434] 0.9865722497096904
0.49989999999996126 [1.498580955454946, 2.619070461860372] 0.707898040439341
0.5498999999999558 [1.3940553611613986, 2.492360572679933] 0.9765530100438081
0.5998999999999503 [1.542110201111356, 2.7539013774257044] 0.7099805221373074
0.6498999999999447 [1.8361050818695714, 2.6907475551402333] 0.8912205837019753
0.6998999999999392 [1.7020687828064318, 2.697451522209369] 0.691274647430237
0.7498999999999337 [1.628186133627644, 2.6666790399505444] 0.56820978431541
0.7998999999999282 [1.8508072550616408, 2.773490488575793] 0.8774861484448764
0.8498999999999227 [1.8298728456757436, 2.9475686813692743] 0.9947967651449762
0.8998999999999172 [1.5142477716654832, 2.926279599084274] 0.960686577586748
0.9498999999999117 [1.3157518174179463, 2.480172300694365] 0.8901231256214686
0.9998999999999062 [1.6386398400219924, 2.579377291821869] 0.8556140955145913
1.0498999999999008 [1.8729077997714585, 2.5842863543333063] 0.9103726947748655
1.0998999999998953 [1.6166437974294543, 2.894723103416024] 0.6797551247333832
1.1498999999998898 [1.7387495623773175, 2.85761593094049] 0.8980664581789567
1.1998999999998843 [1.8579153584779733, 2.733912599161996] 0.6056784877962198
1.2498999999998788 [1.6136707644741437, 2.793416517496331] 0.5766243102227464
1.2998999999998733 [1.5078151155438966, 3.015328833894406] 0.8853759865841103
1.3498999999998678 [1.396825265098821, 2.535963684317246] 0.6741556143670693
1.3998999999998623 [1.550536977002509, 2.614952688455745] 0.5929810560437047
1.4498999999998567 [1.655643617610974, 2.5368752323267953] 0.7698812424052563
1.4998999999998512 [1.4741396722456412, 2.570319231213653] 0.5343429664904128
1.5498999999998457 [1.499191359823976, 2.5640859669337406] 0.48021904553868433
1.5998999999998402 [1.6784702904277233, 2.4708618555658006] 0.8376132415268742
1.6498999999998347 [1.5788295109149943, 2.5030438218977618] 0.7320234848575025
1.6998999999998292 [1.677382489272377, 2.7621383762727874] 0.5473209235414598
1.7498999999998237 [1.960640975636724, 2.916130470324829] 0.980293513683501
1.7998999999998182 [1.7530324459799167, 2.6125700092023143] 0.6532249284693802
1.8498999999998127 [1.7906021564685553, 2.730968814649617] 0.5068730579951984
1.8998999999998072 [2.3702470707610948, 2.8839424712515607] 0.9999999999997441
1.9498999999998017 [1.879553128634306, 2.6635756175996805] 0.5881877467136063
1.9998999999997962 [1.6769090843542038, 2.448578373485319] 0.6697028296006868
2.0498999999999015 [1.4495920627651115, 2.6387134903876217] 0.5032286630602263
2.099900000000007 [1.8930432144443365, 2.88448293310827] 0.7510374754072694
2.1499000000001125 [1.6654411363826973, 2.731557173128904] 0.38228790884527253
2.199900000000218 [1.377198072115043, 2.5311382478961164] 0.511772765859877
2.2499000000003235 [1.3511366396631133, 2.603252771270122] 0.7207242541655403
