0.0499000000000004 [1.8327271013979207, 2.6188278774360083] 1.2
0.09990000000000183 [2.27807573974183, 2.6995715584727282] 1.1983143709824267
0.1498999999999998 [1.5287934075647642, 2.55514519563123] 1.1813756757813683
0.1998999999999943 [1.484408940466903, 2.8143316722493754] 1.162111092657323
0.2498999999999888 [1.879610503101154, 3.0133440481545786] 1.1926073948169635
0.2998999999999833 [1.7343428887094747, 2.812457701086802] 1.0593126479701724
0.3498999999999778 [1.5631194171678133, 2.45677081817381] 1.0556254789870803
0.3998999999999723 [1.5041987135559332, 2.7105896893010923] 0.9420424437077786
0.44989999999996677 [2.002903787207739, 2.8330948530037707] 1.072687140877101
0.49989999999996126 [1.376121563278467, 2.9851671213304796] 1.1176751259764883
0.5498999999999558 [1.6582477883842892, 2.9388420539471296] 0.966954762008069
0.5998999999999503 [1.671736735829342, 2.5295858562310243] 0.9027263347297103
0.6498999999999447 [1.7886670576969261, 2.395120916224708] 1.0346682414547437
0.6998999999999392 [1.6608425624705767, 2.4442957620850754] 0.8206463533116671
0.7498999999999337 [1.3091406194075224, 2.5510786057475805] 1.0639196209596131
0.7998999999999282 [1.6161647314121521, 2.582697420149226] 0.7024754077308744
0.8498999999999227 [1.7005464694363006, 2.8371333805457977] 0.7996450117937854
0.8998999999999172 [1.9220807783065044, 2.5155858508062052] 0.9501808721149394
0.9498999999999117 [1.4326024619093831, 2.804319037182484] 0.8165006148837306
0.9998999999999062 [1.5124556648027927, 2.662471287959068] 0.6575410146975246
1.0498999999999008 [1.8108085603180817, 2.883875538943255] 0.7894578694534796
1.0998999999998953 [1.9357444860803878, 2.613337811734299] 0.8449708783614702
1.1498999999998898 [1.8760810171166669, 2.648221240130183] 0.7107706285828116
1.1998999999998843 [1.3834666022006257, 2.3921117424557115] 0.9634625511634509
1.2498999999998788 [1.677357195213629, 2.2065403051404013] 1.064233816269429
1.2998999999998733 [1.1993242353629299, 2.6984555250885975] 1.0413958200079965
1.3498999999998678 [1.2435479287643607, 2.728472711185174] 0.8816052048790205
1.3998999999998623 [1.114248266065673, 2.976626344654093] 1.1162287796438575
1.4498999999998567 [1.4555892195379063, 2.5945058402221086] 0.6131566114878961
1.4998999999998512 [1.6556830912190337, 2.2895523397786284] 0.8318625490458861
1.5498999999998457 [1.5681408217747963, 2.473490949576103] 0.5720083555820336
1.5998999999998402 [1.7499984108087445, 2.9301866467097253] 0.7222741639836217
1.6498999999998347 [1.9174006948986109, 3.015687095063314] 0.8614755057506915
1.6998999999998292 [2.0733373306603404, 2.715697236791531] 0.8802239982061113
1.7498999999998237 [1.9222176381174356, 2.428288542403524] 0.8172032280463698
1.7998999999998182 [1.8966354271136874, 2.5110441085949002] 0.6448990232805921
1.8498999999998127 [2.0724278277614196, 2.8312914234178126] 0.8261903174963094
1.8998999999998072 [1.5188079187507646, 3.0750581949789395] 0.9630773103851082
1.9498999999998017 [1.3419049704553525, 3.2182666123833386] 1.0986530991091885
1.9998999999997962 [1.4017912565416661, 2.8928117098086825] 0.7073953444234633
2.0498999999999015 [1.156460277587873, 2.8411138696819975] 0.8773636408453237
2.099900000000007 [1.4695377503161544, 2.710491283121569] 0.5356289716667221
2.1499000000001125 [1.4686203281649286, 2.555756746885162] 0.5246631268537174
2.199900000000218 [1.4247318934370181, 2.4448118349461745] 0.6384844647056649
2.2499000000003235 [1.1824928041575447, 2.002808263951267] 1.197279084081862
2.299900000000429 [1.0257153094096936, 2.5615491862184667] 1.084494207735651
2.3499000000005346 [1.204036466422444, 2.330605435869586] 1.022306231233178
2.39990000000064 [1.6588479736761326, 2.363561250959904] 0.6008251239296059
2.4499000000007456 [2.0917159183545846, 2.3228027358339243] 1.0671020142663545
2.499900000000851 [1.8401293220373436, 2.39217867959728] 0.6270391792538966
2.5499000000009566 [1.7126136119326967, 2.536931748259446] 0.46283245704886994
2.599900000001062 [1.2971236600787677, 2.103796248563594] 1.0437302015051235
2.6499000000011677 [1.6188129164604708, 2.32792728213046] 0.5865744406351819
2.699900000001273 [1.4995888901863517, 2.2340724306602775] 0.7867738700316903
2.7499000000013787 [1.2576957325461469, 2.5061379563822457] 0.7080583381022728
2.799900000001484 [1.4203483017244543, 2.40746529720656] 0.548635760292506
2.8499000000015897 [1.8362291149713634, 2.2107102193903723] 0.8493050885076002
2.8999000000016952 [1.312681076917854, 2.211550024575455] 0.8245358717689403
2.9499000000018007 [1.7625851071776075, 2.209188389312557] 0.7146984156741846
